game,date,player 0,score 0,player 1,score 1,player 2,score 2,player 3,score 3,player 4,score 4,player 5,score 5,player 6,score 6,player 7,score 7
30333,27,1567,9,3485,2,5060,5,2841,7,2744,4,,,,,,
30334,27,4199,1,1271,1,4206,3,963,5,4492,2,,,,,,
30335,27,4925,5,4163,5,4423,4,2748,1,2429,0,,,,,,
30336,27,4257,9,4134,2,3765,5,4931,7,2295,2,2189,6,2910,2,,
30337,27,5114,6,4855,8,4261,6,4146,5,4258,3,2748,1,4539,7,963,9
30338,27,4492,4,4206,6,1271,2,5941,8,4423,5,4163,1,,,,
30339,27,1300,2,1538,6,4925,2,4199,1,1168,2,,,,,,
30340,27,4912,7,2295,2,4931,6,3765,6,2282,6,4916,2,4257,8,2910,5
30341,27,5545,8,4492,7,4206,6,2925,1,4134,2,2491,8,1271,2,,
30342,27,4423,3,5060,7,2490,2,2189,3,,,,,,,,
30343,27,1538,9,1300,8,4258,6,4855,5,1345,3,1168,5,5114,8,963,7
30344,27,252,5,1129,2,924,4,4261,2,,,,,,,,
30345,27,2910,2,2282,8,4257,9,3765,5,1316,5,2295,5,4912,5,,
30346,27,4931,9,4916,8,4207,2,4134,2,816,7,2490,0,4206,8,,
30347,27,2490,6,2925,1,5592,8,1271,5,2491,7,5061,5,2189,7,,
30348,27,4258,3,3870,8,1168,7,963,7,,,,,,,,
30349,27,4547,5,4492,9,4855,2,1345,8,4925,2,5724,7,,,,
30350,27,816,1,5060,0,,,,,,,,,,,,
30351,27,5114,7,3765,2,924,0,4257,8,252,6,5658,8,,,,
30352,27,2925,2,4134,1,4207,2,4916,0,4931,5,1271,1,2929,1,,
30353,27,4912,1,1316,8,2910,1,,,,,,,,,,
30354,27,3870,2,5061,3,2638,3,5592,9,2490,7,2189,1,963,7,,
30355,27,5724,7,4261,3,4258,3,4855,1,1345,6,,,,,,
30356,27,4547,8,3469,0,924,2,3765,8,4925,1,2925,6,816,3,,
30357,27,1567,8,3947,9,5060,5,,,,,,,,,,
30358,27,2929,8,5114,4,1129,2,4931,6,4136,9,,,,,,
30359,27,4207,6,4134,4,1316,7,1271,5,4912,5,3649,9,,,,
30360,27,963,9,3870,8,2638,4,1345,5,5724,7,5592,8,2490,8,,
30361,27,4855,2,4258,3,4261,2,2910,1,3787,8,,,,,,
30362,27,4925,1,3765,6,1332,4,2925,2,3679,3,4547,9,,,,
30363,27,5060,5,3947,9,1567,3,,,,,,,,,,
30364,27,4207,1,4868,1,,,,,,,,,,,,
30365,27,1316,8,4855,4,5114,8,2929,8,2490,3,4106,5,4136,6,,
30366,27,816,2,3787,2,963,0,,,,,,,,,,
30367,27,2910,5,938,2,5466,4,4261,7,4258,4,2913,2,,,,
30368,27,1332,2,3806,5,5592,9,3159,8,206,5,3497,7,5205,6,3679,7
30369,27,4868,2,4207,1,1538,6,,,,,,,,,,
30370,27,4430,1,5060,2,2410,9,,,,,,,,,,
30371,27,938,2,3787,3,3679,1,2490,8,4106,2,1316,6,4855,4,,
30372,27,5114,5,4261,1,3497,7,2910,1,4429,7,,,,,,
30373,27,1332,4,4469,5,4106,0,3679,8,3159,9,4406,5,,,,
30374,27,1138,5,1538,7,4207,1,4134,2,938,4,2409,9,,,,
30375,27,4429,8,963,2,1316,8,2972,4,4855,3,4106,0,2490,8,5592,9
30376,27,4557,8,4959,1,4204,5,4261,3,5738,8,1168,7,4868,4,5114,8
30377,27,1332,1,3758,4,4469,9,378,6,3679,9,4106,2,3497,1,4406,6
30378,27,1538,9,3159,9,4106,0,4207,2,4134,6,1138,7,1399,7,,
30379,27,4106,0,2490,9,1332,7,1168,3,1316,6,4855,2,4557,6,903,3
30380,27,4406,9,4868,1,3758,8,4469,8,5738,7,4261,3,,,,
30381,27,4106,0,3679,9,5592,5,941,2,5114,6,1291,8,,,,
30382,27,4106,1,4206,9,3212,0,5450,2,3485,5,2924,5,,,,
30383,27,3159,8,1168,3,2268,2,4423,9,1138,6,1316,8,4959,5,,
30384,27,4406,7,941,5,4469,9,5114,9,1291,7,5592,9,2490,5,4349,9
30385,27,4106,0,5450,8,3758,5,5738,6,1399,6,,,,,,
30386,27,5545,3,2924,4,4106,0,4206,5,3212,2,3485,6,3168,5,,
30387,27,1138,7,2268,3,1168,1,4106,0,4959,7,,,,,,
30388,27,941,9,5114,5,3738,3,4349,9,4106,0,5592,9,,,,
30389,27,1168,0,4959,0,5087,0,,,,,,,,,,
30390,27,1429,3,1433,0,5450,1,3758,6,5738,2,1399,8,2490,9,4257,9
30391,27,4206,1,3212,7,3168,3,2924,5,5545,5,5658,5,,,,
30392,27,941,4,459,4,1399,5,5592,7,2490,5,4349,9,,,,
30393,27,5450,2,1256,5,5738,8,4219,5,4257,8,,,,,,
30394,27,4206,8,3758,8,1109,1,5114,3,5545,8,,,,,,
30395,27,2008,7,5263,5,3485,5,4402,5,3788,7,1138,6,2827,3,4959,7
30396,27,4260,1,1724,8,4216,3,4264,1,5450,5,,,,,,
30397,27,4433,4,459,9,941,7,2490,9,3159,7,3212,5,,,,
30398,27,4206,8,4219,8,1109,4,1256,4,3758,4,1399,7,5738,5,4510,5
30399,27,1974,9,2924,3,5114,2,1026,9,2667,6,5545,5,,,,
30400,27,206,8,482,8,2827,9,3788,6,2008,7,542,3,,,,
30401,27,4402,1,3485,5,1138,5,3168,5,1724,1,816,5,,,,
30402,27,2490,0,1538,5,1314,1,3212,5,4861,5,941,5,4433,2,,
30403,27,3872,7,4935,1,4260,1,,,,,,,,,,
30404,27,2490,7,4206,6,3765,5,1362,5,5774,7,1399,5,5617,7,,
30405,27,2769,4,4524,5,4510,8,5738,1,3758,5,4216,2,1724,8,4938,5
30406,27,4861,0,1362,0,816,0,,,,,,,,,,
30407,27,2924,3,1581,7,1026,8,5114,3,5545,2,2667,8,,,,
30408,27,3485,7,482,9,1138,7,2827,7,1777,7,2008,5,542,9,1109,5
30409,27,4216,1,4260,1,1314,1,4935,2,4861,2,3872,0,3758,6,2769,1
30410,27,5617,8,144,6,3765,8,3168,7,1399,5,4433,4,2490,2,1538,8
30411,27,2924,8,4938,7,4402,9,1362,9,3222,7,5114,5,4524,5,,
30412,27,1300,0,1399,0,3168,0,144,0,,,,,,,,
30413,27,5545,5,1411,1,4423,9,1026,8,4789,5,,,,,,
30414,27,3485,5,482,8,1138,8,1777,7,2008,6,542,8,1109,1,,
30415,27,1256,1,4259,3,,,,,,,,,,,,
30416,27,2924,1,1109,0,3168,0,4402,0,1362,1,,,,,,
30417,27,941,7,2288,2,5628,9,4433,2,2490,5,5592,7,2769,7,,
30418,27,1764,0,2288,0,1581,0,1362,0,,,,,,,,
30419,27,5545,6,807,8,4423,3,1026,8,1411,2,4789,8,,,,
30420,27,1777,0,2008,5,1138,7,482,8,3168,9,3159,2,,,,
30421,27,2008,0,3168,0,1138,0,3159,0,,,,,,,,
30422,27,4259,8,4260,2,3765,4,1256,0,,,,,,,,
30423,27,1399,7,4402,2,1362,8,1109,4,1847,7,4524,3,5759,7,144,5
30424,27,4423,7,1026,9,1411,7,1314,1,2924,8,5545,9,807,9,4789,8
30425,27,1764,3,1581,9,941,1,1166,3,2490,8,3159,4,,,,
30426,27,4789,4,2288,3,1362,6,3765,5,4423,5,1847,8,5759,7,,
30427,27,5759,0,1362,0,2288,0,,,,,,,,,,
30428,27,1109,6,2924,2,5545,7,4524,7,2769,4,4510,4,,,,
30429,27,807,8,5592,7,4364,5,2008,6,1138,7,2406,7,482,7,2521,8
30430,27,1764,3,65,3,4861,1,,,,,,,,,,
30431,27,3875,2,5027,5,2490,8,1166,6,5556,9,,,,,,
30432,27,1388,6,2288,3,4423,7,397,8,5904,9,1847,8,,,,
30433,27,1362,4,2521,5,1138,5,2406,6,482,8,4364,5,5545,2,,
30434,27,5592,8,4789,3,1166,3,2008,3,2409,9,5759,0,1398,1,,
30435,27,2769,2,1764,6,397,9,4423,7,5904,9,1388,6,1759,9,4169,5
30436,27,5691,2,4514,6,4219,7,1278,1,4257,8,5027,7,,,,
30437,27,2521,6,1362,5,3222,9,946,9,3957,5,2288,1,1138,5,2406,7
30438,27,2794,1,2781,1,1250,2,5450,5,4268,0,,,,,,
30439,27,2409,9,5745,7,4332,4,970,8,1166,3,4789,5,,,,
30440,27,1388,8,1759,9,4169,7,3476,9,4423,8,1464,5,2769,7,,
30441,27,4514,6,2521,0,3957,8,946,7,2406,8,1138,5,,,,
30442,27,4257,8,2008,5,1764,1,,,,,,,,,,
30443,27,5027,0,2288,2,4219,7,5878,8,,,,,,,,
30444,27,2781,3,1256,2,1300,5,1201,2,4270,5,,,,,,
30445,27,4332,9,970,7,3187,4,5745,7,2409,8,5450,0,1362,9,4789,9
30446,27,1388,9,1759,7,4545,8,3159,5,4423,5,2521,0,5027,7,,
30447,27,1464,8,2290,1,1166,5,3476,8,5545,6,,,,,,
30448,27,3852,7,1087,9,2008,2,2406,5,,,,,,,,
30449,27,4423,0,1166,0,257,0,5027,0,,,,,,,,
30450,27,1250,4,4735,2,,,,,,,,,,,,
30451,27,2288,2,4514,1,5878,5,4257,8,,,,,,,,
30452,27,4549,3,946,2,1764,7,,,,,,,,,,
30453,27,1300,8,4270,7,1201,6,4268,4,1256,1,2781,1,,,,
30454,27,4789,5,1362,3,4493,5,5745,6,,,,,,,,
30455,27,3187,5,205,2,1464,7,2290,2,198,5,5450,8,,,,
30456,27,2406,5,1087,9,1567,7,3159,5,3852,7,257,9,,,,
30457,27,4473,2,5027,5,3957,4,2490,5,,,,,,,,
30458,27,1764,8,946,7,2288,2,4549,8,5878,2,,,,,,
30459,27,4735,3,2781,3,3738,6,1250,7,1300,5,4257,9,1201,8,2372,3
30460,27,5745,5,1244,5,4493,9,4566,8,1362,8,4789,8,4553,7,,
30461,27,4938,2,4270,2,1256,0,1412,6,,,,,,,,
30462,27,257,9,3476,7,1166,2,4423,7,1399,4,1759,8,,,,
30463,27,198,3,5450,8,4106,5,205,2,3025,6,3187,9,928,3,,
30464,27,1087,9,3111,9,2406,4,3852,1,1567,7,,,,,,
30465,27,2490,8,5878,5,1856,8,3957,8,946,2,5027,8,1764,7,4473,4
30466,27,2372,5,2288,3,5877,5,5534,8,1300,3,1201,9,,,,
30467,27,4545,6,4789,2,4553,8,4493,6,4514,8,4332,8,,,,
30468,27,4270,2,4259,9,4735,2,2781,1,1244,6,1250,4,,,,
30469,27,4938,0,1166,5,3476,6,1399,2,1362,6,1847,8,257,8,3496,7
30470,27,1567,7,4549,5,3852,7,2410,9,2406,7,,,,,,
30471,27,3025,4,1412,3,928,7,2290,4,4409,8,4106,5,,,,
30472,27,3111,8,4423,6,5878,8,2490,9,1314,4,5027,9,4473,8,3187,6
30473,27,5534,4,4265,2,1097,4,4266,6,1201,7,2372,2,,,,
30474,27,3159,6,4789,5,5877,4,1856,2,3485,4,2506,8,,,,
30475,27,4545,6,4553,6,1411,4,4514,2,4493,5,4332,6,5826,5,,
30476,27,4269,6,2781,1,5450,0,1109,6,,,,,,,,
30477,27,1764,7,3496,3,3476,2,4196,5,1538,7,,,,,,
30478,27,4549,7,3852,5,2410,9,1087,8,2406,5,,,,,,
30479,27,3111,5,5450,2,4409,7,4106,0,257,9,1412,5,970,7,,
30480,27,2119,7,2490,5,4423,5,5904,9,3575,5,4473,5,3187,2,5027,3
30481,27,257,0,3111,0,4549,0,,,,,,,,,,
30482,27,5534,5,4789,9,2506,8,5877,9,2249,8,205,4,2372,2,4492,9
30483,27,4266,3,1097,6,4265,1,2498,0,,,,,,,,
30484,27,4106,1,4553,6,2975,9,2290,3,1411,5,5450,3,4514,8,,
30485,27,4196,5,3476,5,2229,9,1538,8,3496,4,1764,5,,,,
30486,27,1109,0,4269,3,1464,4,,,,,,,,,,
30487,27,3765,5,3111,8,2506,6,4423,6,5904,9,5534,5,4473,5,3575,7
30488,27,205,3,5870,2,4938,2,4266,6,1129,2,5450,0,2498,1,,
30489,27,4514,6,2975,5,3025,8,4492,2,,,,,,,,
30490,27,1362,6,2249,8,5877,5,4196,7,4926,7,2490,7,3496,7,87,8
30491,27,2444,4,3710,8,2410,9,5799,4,,,,,,,,
30492,27,1412,3,4265,2,2498,3,,,,,,,,,,
30493,27,4565,2,1109,1,5545,9,4549,9,2398,7,970,8,4332,8,,
30494,27,4473,5,3575,7,4423,8,5904,9,3222,2,3765,5,57,3,3111,6
30495,27,4789,9,1362,6,4566,7,1129,2,5835,7,5870,2,,,,
30496,27,4563,3,205,2,1464,4,4269,8,4266,2,,,,,,
30497,27,2229,9,3710,7,2444,8,2410,9,5799,8,2090,8,,,,
30498,27,2249,8,4514,5,4196,5,5876,8,4926,7,4492,0,,,,
30499,27,87,5,57,1,2490,1,,,,,,,,,,
30500,27,1412,7,4473,2,2398,5,4332,8,4092,9,4565,8,5545,9,,
30501,27,4228,2,4265,1,,,,,,,,,,,,
30502,27,4549,7,5877,7,3222,1,970,8,5919,2,,,,,,
30503,27,5835,9,1464,1,1129,2,4423,6,1362,6,4789,6,510,8,,
30504,27,2490,7,4514,5,5799,8,2219,5,4196,9,1219,3,4926,3,5876,6
30505,27,2444,8,3710,4,2410,7,1567,5,,,,,,,,
30506,27,57,2,4092,9,4565,2,5545,9,2398,6,4332,8,,,,
30507,27,1379,5,5919,5,4265,3,2498,2,4735,7,,,,,,
30508,27,4549,6,4409,5,4149,9,3222,0,,,,,,,,
30509,27,510,6,4789,5,1362,8,1129,5,4423,5,5835,8,5095,0,,
30510,27,4114,6,4228,2,4211,8,4259,7,4266,3,4256,1,4856,0,,
30511,27,1764,7,2219,7,5799,5,1219,5,4196,6,5876,9,4926,2,2490,1
30512,27,2444,4,3710,5,2410,9,1567,3,,,,,,,,
30513,27,4565,4,1099,1,4514,7,2496,5,2218,5,4563,2,,,,
30514,27,3503,8,3851,5,5545,5,57,1,2521,9,4092,2,,,,
30515,27,2498,2,4265,1,4274,9,1379,2,,,,,,,,
30516,27,4409,7,1129,4,4149,8,198,5,74,5,3875,7,,,,
30517,27,3575,9,4423,8,1362,7,4549,9,3766,6,510,5,,,,
30518,27,1764,9,45,5,2496,6,1497,0,4565,5,4926,9,4196,8,,
30519,27,4220,9,4266,4,2215,3,1099,5,1109,5,1497,7,2794,2,2833,5
30520,27,1379,3,4514,8,4265,0,4211,4,4228,4,4114,5,,,,
30521,27,2444,6,3710,8,2410,8,1567,6,,,,,,,,
30522,27,4257,9,4092,9,57,5,2947,7,74,6,5774,7,3503,8,1462,8
30523,27,3875,8,1129,2,4149,9,1244,2,198,3,4269,2,,,,
30524,27,2534,8,1645,7,3575,6,1362,2,4549,9,4924,7,3766,5,510,7
30525,27,4423,2,2229,9,3506,5,2863,5,3217,9,,,,,,
30526,27,59,4,4196,3,1099,1,4926,1,4220,3,,,,,,
30527,27,4265,1,4228,0,4114,1,2215,0,,,,,,,,
30528,27,2833,4,2283,8,4274,8,4565,5,2496,9,,,,,,
30529,27,1764,2,1379,6,1109,3,4553,8,2834,9,4266,8,,,,
30530,27,3710,2,2444,5,2410,9,1567,5,,,,,,,,
30531,27,4257,8,4924,5,4549,7,4149,5,1129,7,3875,4,3503,6,1462,9
30532,27,3766,7,510,7,4092,9,74,7,5774,8,2947,1,57,3,,
30533,27,1244,8,5785,9,2794,1,2395,8,4269,5,4704,8,,,,
30534,27,1115,0,5850,1,5774,1,3766,1,510,1,1764,0,3486,2,2534,1
30535,27,2947,6,2863,1,2914,5,5604,0,4514,4,4423,7,,,,
30536,27,4196,7,4926,2,3506,9,5521,9,4545,6,,,,,,
30537,27,4274,4,2496,8,1099,1,4524,7,,,,,,,,
30538,27,2528,6,4565,8,2283,6,4259,9,59,8,2770,7,2833,6,,
30539,27,211,1,5790,1,4228,1,1115,1,2218,0,,,,,,
30540,27,1129,4,4149,5,542,6,4924,6,2834,8,4553,8,2398,2,3875,7
30541,27,1462,7,1379,2,2285,0,4257,9,1109,6,,,,,,
30542,27,2794,0,4265,1,4114,9,4211,7,4269,6,4153,9,2215,2,4266,6
30543,27,4704,3,2655,3,4531,9,3788,9,74,7,3480,5,57,5,5785,7
30544,27,1115,0,1497,0,5140,0,,,,,,,,,,
30545,27,1567,3,2410,7,,,,,,,,,,,,
30546,27,2863,6,3912,6,2914,6,4514,5,2490,5,,,,,,
30547,27,3575,2,4526,8,4549,4,4545,7,5878,2,5521,3,5877,1,4926,7
30548,27,4524,3,4745,7,2528,5,1099,5,4565,2,2283,6,4274,5,,
30549,27,1223,2,4924,8,4553,5,1129,6,4196,8,3222,1,3506,9,3496,5
30550,27,1109,1,4257,9,1379,0,2534,6,1462,9,3486,9,,,,
30551,27,3115,8,2398,4,4704,7,3575,9,4531,7,2382,5,,,,
30552,27,4265,0,4114,8,4153,7,4269,7,4266,4,2215,1,,,,
30553,27,4257,0,3820,0,4269,0,1856,0,,,,,,,,
30554,27,4156,8,4514,5,2914,8,3912,5,57,5,2863,7,2490,4,,
30555,27,2444,7,3710,8,5521,9,1567,9,3159,5,,,,,,
30556,27,3766,9,5849,8,2496,1,4565,7,1026,8,1578,8,5790,9,1949,7
30557,27,4274,5,2218,5,5189,7,1099,2,4926,6,211,8,5140,5,,
30558,27,4524,5,1129,5,5850,9,3506,9,3222,8,4924,8,1223,5,,
30559,27,3738,2,5862,1,4704,4,3486,9,4531,2,3496,5,1412,1,1462,9
30560,27,5137,3,1200,1,4272,1,2283,4,4228,0,,,,,,
30561,27,2398,2,3575,5,3115,8,4923,2,3820,8,4257,7,,,,
30562,27,1223,0,1606,0,5140,0,1764,0,,,,,,,,
30563,27,2496,3,4549,8,2482,5,1645,5,,,,,,,,
30564,27,4114,7,1115,4,1856,9,2863,1,,,,,,,,
30565,27,3159,8,3912,9,57,5,2914,9,1896,4,4514,3,4156,2,,
30566,27,2794,0,1099,1,1217,2,4269,2,4274,1,4276,0,2215,1,211,1
30567,27,2378,0,2382,0,,,,,,,,,,,,
30568,27,5521,2,3766,4,1462,3,3496,3,4704,1,3486,5,,,,
30569,27,1026,9,4565,3,5849,7,5189,4,2490,0,1949,3,5862,1,5790,6
30570,27,2821,8,1567,8,4545,5,3506,7,2444,5,,,,,,
30571,27,2490,0,4924,9,3222,2,1129,8,1412,6,4531,0,4791,9,,
30572,27,1250,6,1200,5,4228,0,4186,4,,,,,,,,
30573,27,4234,0,3432,0,4791,0,,,,,,,,,,
30574,27,4227,1,4234,1,2794,1,1606,8,4006,6,,,,,,
30575,27,57,4,2496,5,3516,8,4514,4,4156,7,4257,9,4549,5,3159,8
30576,27,5897,5,2215,1,3446,8,1896,2,1099,1,4775,5,,,,
30577,27,4266,0,4274,5,4114,2,,,,,,,,,,
30578,27,5850,9,2914,8,4565,7,2382,9,1026,8,1949,6,3496,8,1472,7
30579,27,5849,8,3912,9,5902,6,1412,9,3202,5,2821,9,5790,8,1764,8
30580,27,1462,9,1129,4,5521,9,4655,9,3486,9,3069,8,,,,
30581,27,5140,3,1552,3,4791,8,1200,5,1250,6,1289,3,4186,2,,
30582,27,4274,1,4276,1,4114,5,2215,1,1099,3,4775,2,,,,
30583,27,4006,1,4272,1,4228,1,164,6,,,,,,,,
30584,27,1465,9,4549,5,3159,5,1869,9,4538,8,196,8,4156,5,,
30585,27,2496,5,1821,7,57,5,3516,8,3415,3,4257,9,3115,6,1736,9
30586,27,3766,8,3446,8,1026,9,4514,7,1472,9,3496,2,,,,
30587,27,3069,4,3486,9,1462,9,2229,9,1851,7,65,3,5774,5,3727,8
30588,27,1896,8,1281,5,4217,6,2550,5,1764,9,5790,5,1949,6,,
30589,27,2378,7,1289,2,4269,3,5852,2,1200,2,,,,,,
30590,27,1250,1,4225,5,4234,1,914,2,,,,,,,,
30591,27,2815,7,4153,7,2215,4,4775,5,196,8,1869,7,,,,
30592,27,2521,7,3516,8,4549,7,3159,8,4332,8,3510,9,,,,
30593,27,3115,8,1465,6,1736,7,4257,9,3415,3,4156,8,1821,6,57,5
30594,27,1412,0,5782,2,,,,,,,,,,,,
30595,27,2794,0,531,7,1099,3,4114,8,4186,2,4276,2,4278,3,,
30596,27,3496,7,160,2,5849,9,1026,8,4514,2,3446,3,3766,5,,
30597,27,2378,4,4217,7,5852,9,1289,6,1896,6,5577,8,,,,
30598,27,5902,7,1949,3,126,7,1764,7,3486,9,5774,8,65,5,,
30599,27,3790,3,4097,1,10,7,2815,9,2215,1,5604,4,3727,9,1869,6
30600,27,3516,5,196,7,2521,3,4257,9,3115,9,5782,9,4332,9,,
30601,27,1412,5,5897,5,4775,9,531,9,2491,8,300,4,2515,6,513,9
30602,27,1250,2,4234,6,4204,0,,,,,,,,,,
30603,27,4153,2,4095,3,4514,5,3446,5,,,,,,,,
30604,27,4276,0,4227,0,1116,0,,,,,,,,,,
30605,27,2612,2,160,5,2314,4,4114,7,4266,3,,,,,,
30606,27,5536,5,3159,9,3766,8,779,5,1851,9,3968,5,3019,9,19,7
30607,27,5852,2,5577,2,65,8,2378,5,126,8,1734,4,3486,9,,
30608,27,1552,4,4228,2,1289,4,4265,1,5429,9,,,,,,
30609,27,2249,5,480,8,1896,7,1753,5,1869,6,2215,0,2815,7,,
30610,27,919,7,300,6,5839,9,531,8,4227,5,2490,8,4097,5,532,9
30611,27,1764,9,10,7,4332,7,4257,9,5604,2,3516,7,,,,
30612,27,1552,1,4265,1,1289,1,4228,0,4217,0,2215,1,,,,
30613,27,2219,9,2521,7,2491,7,2496,5,2834,7,1028,5,,,,
30614,27,4266,1,4114,7,2515,2,160,8,2314,2,4514,8,1250,5,,
30615,27,1412,5,2612,6,1116,6,4095,4,1182,5,,,,,,
30616,27,196,9,4185,4,4186,1,4276,2,,,,,,,,
30617,27,3159,1,3766,8,5536,7,2211,2,1851,9,513,8,3115,8,3968,4
30618,27,1412,0,2612,0,4514,0,160,0,,,,,,,,
30619,27,513,0,300,0,1940,0,5604,0,,,,,,,,
30620,27,65,5,5852,8,126,8,1734,6,3486,9,19,5,,,,
30621,27,2815,9,4719,8,480,3,1896,2,2249,5,1821,4,1753,5,1869,7
30622,27,1116,6,2314,2,4228,5,4141,2,4186,2,4276,1,978,5,,
30623,27,4266,4,4269,5,1300,2,2834,1,1182,2,5824,8,2219,9,3790,7
30624,27,3563,5,3516,1,3510,7,4332,3,,,,,,,,
30625,27,3766,7,5536,3,531,7,196,7,1851,8,1764,8,3115,9,,
30626,27,2752,1,3486,9,126,8,2521,2,513,5,4079,3,65,6,,
30627,27,5136,5,2211,5,160,9,5852,9,19,1,,,,,,
30628,27,1552,4,1734,5,4097,5,4265,3,4114,5,4185,2,4278,2,1129,6
30629,27,4257,9,4687,5,2249,5,4514,5,480,9,1821,8,2815,3,,
30630,27,2491,8,1182,5,5824,7,2515,5,2612,2,4269,5,1300,5,4266,4
30631,27,4234,1,187,2,5577,7,2760,3,,,,,,,,
30632,27,3510,9,2752,2,5835,8,4332,7,3516,6,5669,2,2496,5,4168,5
30633,27,1851,9,2219,7,1116,3,5536,5,2490,0,3790,5,978,7,,
30634,27,3968,3,4361,3,3115,8,3057,5,2878,2,196,7,531,9,1943,8
30635,27,4442,7,4141,1,4276,1,4186,2,5311,6,2039,7,,,,
30636,27,2219,0,3057,0,4234,0,,,,,,,,,,
30637,27,1764,7,3486,9,65,7,4079,6,2521,5,3218,2,5852,8,,
30638,27,2828,9,1896,4,3476,8,4223,2,4257,0,,,,,,
30639,27,4687,5,5136,7,908,6,5189,5,2874,9,4094,6,1734,3,,
30640,27,2249,3,4514,6,1129,2,480,5,3766,9,2815,9,4764,7,,
30641,27,4265,0,4224,1,4185,2,4273,7,,,,,,,,
30642,27,4257,8,4222,4,2581,7,1821,7,2211,5,246,8,4097,2,,
30643,27,1300,3,4269,7,4256,2,4279,2,4266,5,1182,5,2515,3,1353,2
30644,27,4719,4,3057,5,2878,1,5311,0,4186,2,,,,,,
30645,27,187,7,5824,6,2491,9,4168,9,2760,8,3908,6,5835,8,,
30646,27,3510,9,2752,8,1851,7,5669,3,3516,8,4695,0,2496,3,4332,8
30647,27,480,5,5136,2,2249,6,5189,4,2874,3,4687,5,2815,9,1900,7
30648,27,1552,2,4442,7,4276,1,4141,5,4234,3,,,,,,
30649,27,3218,7,5453,8,1943,9,5852,2,3159,8,3486,9,4013,8,4361,6
30650,27,3860,0,244,0,4234,0,2878,0,,,,,,,,
30651,27,4156,5,4514,7,1129,3,5849,8,3766,0,4257,9,1764,8,419,5
30652,27,4265,1,4224,3,4273,3,4204,6,,,,,,,,
30653,27,4097,5,908,8,3935,7,2515,6,1182,5,1821,9,4269,5,4266,5
30654,27,1300,2,4079,9,187,8,2581,7,3057,8,2211,5,2760,7,5835,9
30655,27,3908,5,2752,8,4332,9,5669,3,2496,9,2491,7,4168,6,,
30656,27,5189,9,160,5,1116,3,2249,8,2219,1,4687,9,5536,8,4764,3
30657,27,1851,9,5136,4,4695,3,3729,9,4719,8,1900,6,3223,8,,
30658,27,3583,0,3510,7,,,,,,,,,,,,
30659,27,5852,7,5453,9,1943,2,4013,8,4361,1,3486,9,,,,
30660,27,4231,0,4256,0,4277,0,3577,0,,,,,,,,
30661,27,4097,3,2515,6,1182,5,3935,9,5311,3,4265,0,4141,1,4234,8
30662,27,4257,9,4156,5,4514,6,1129,3,2138,9,2524,0,2760,2,419,4
30663,27,4269,8,4224,3,4276,1,4273,6,4266,2,,,,,,
30664,27,2669,7,5835,9,2211,3,3057,8,2496,5,2860,8,3159,9,5629,8
30665,27,2581,6,5302,5,1976,9,4168,2,2491,5,4332,1,,,,
30666,27,4764,7,1645,8,5669,7,5189,9,160,9,1116,3,5536,3,,
30667,27,3476,8,1896,5,2828,9,4223,5,,,,,,,,
30668,27,3583,9,2410,9,4695,8,3729,7,3517,9,5911,9,3510,9,,
30669,27,2760,7,4719,9,1900,8,4687,7,4151,7,2878,7,2249,5,1851,9
30670,27,1764,2,4013,7,1943,8,5136,2,,,,,,,,
30671,27,3908,3,1665,9,2515,5,269,6,3760,5,2754,8,5311,3,,
30672,27,4224,5,4141,4,4222,5,1182,0,,,,,,,,
30673,27,4156,9,1129,4,5839,9,3057,7,4186,1,4097,1,5339,1,530,7
30674,27,4265,2,4269,5,3577,5,4273,7,2860,9,4266,9,5906,5,,
30675,27,4514,7,5669,2,5536,1,4159,3,,,,,,,,
30676,27,1645,8,3019,4,1976,8,2581,7,3098,6,,,,,,
30677,27,3517,7,3583,5,2410,9,4695,3,5911,8,,,,,,
30678,27,4687,4,4157,0,2878,5,1116,0,,,,,,,,
30679,27,1900,9,4013,9,2249,5,1851,7,1943,5,5774,9,,,,
30680,27,5181,0,5844,0,4157,0,,,,,,,,,,
30681,27,4269,1,4266,3,5536,1,5669,2,4453,2,5355,2,5906,3,,
30682,27,5136,5,2583,4,2760,0,4019,7,4768,5,,,,,,
30683,27,4114,4,2253,6,4280,0,2517,5,,,,,,,,
30684,27,1809,9,2515,4,1182,3,3057,2,1129,3,269,8,3760,7,1665,8
30685,27,530,7,5339,5,4224,4,4186,2,4222,8,4403,7,4097,6,,
30686,27,4768,0,4019,0,4453,0,3957,0,,,,,,,,
30687,27,1645,8,5911,9,3019,6,1976,8,5839,8,4156,8,3098,9,,
30688,27,2743,5,4687,1,4106,0,2490,8,3057,6,1116,5,5711,6,963,9
30689,27,4332,5,5774,8,1851,5,1943,0,4514,3,,,,,,
30690,27,4223,8,4159,5,1896,9,3476,8,2828,9,,,,,,
30691,27,5440,1,5181,4,2253,6,2517,6,2583,4,1129,3,,,,
30692,27,4013,3,3517,8,3645,8,259,8,2388,8,,,,,,
30693,27,4453,3,1821,1,1864,8,5782,8,4403,7,530,8,4616,9,,
30694,27,3760,9,3957,8,2515,4,1809,8,,,,,,,,
30695,27,1559,7,4224,2,4186,3,4222,6,4100,5,4280,2,,,,
30696,27,5536,7,4266,5,4269,6,1869,8,2219,4,5906,1,5355,9,5206,1
